Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,X,Y,Size,Color
질환,질환,12,12,24,3,0.412256,0.456081,1.144664,1,18383.585938,-15551.600586,359.574463,"#fffc5d"
장기간,장기간,12,12,24,3,0.412256,0.456081,1.144664,1,17420.712891,-17552.279297,359.574463,"#fffc5d"
골격계,골격계,12,12,24,3,0.412256,0.456081,1.144664,1,18755.271484,-16848.185547,359.574463,"#fffc5d"
종사,종사,12,12,24,3,0.412256,0.456081,1.144664,1,18413.53125,-18300.373047,359.574463,"#fffc5d"
건강,건강,12,12,24,3,0.412256,0.456081,1.144664,1,19676.697266,-18053.414062,359.574463,"#fffc5d"
업무,업무,13,13,26,3,0.418079,0.463964,7.882865,1,19944.435547,-15541.142578,374.468079,"#fffc5d"
플랜트,플랜트,12,12,24,3,0.412256,0.456081,1.144664,1,20385.546875,-16957.345703,359.574463,"#fffc5d"
통제,통제,23,23,46,3,0.472843,0.532658,89.316916,3,-18378.507812,-18836.625,523.404236,"#00c7ff"
예방,예방,22,22,44,3,0.440476,0.504505,206.387167,3,-24218.75,-9847.53418,508.51062,"#00c7ff"
요양,요양,14,14,28,3,0.430233,0.477477,4.249489,3,-22637.892578,10607.107422,389.361694,"#00c7ff"
느낌,느낌,14,14,28,3,0.430233,0.477477,4.249489,3,-22935.1875,8752.875,389.361694,"#00c7ff"
소음,소음,16,16,32,3,0.44713,0.496622,5.609575,3,-20990.978516,-24218.75,419.148926,"#00c7ff"
착용,착용,16,16,32,3,0.44713,0.496622,5.609575,3,-17531.25,-23012.988281,419.148926,"#00c7ff"
설정,설정,16,16,32,3,0.44713,0.496622,5.609575,3,-19941.53125,-22068.333984,419.148926,"#00c7ff"
주변,주변,21,21,42,3,0.46395,0.521396,67.000098,3,-14781.322266,-24218.75,493.617004,"#00c7ff"
구획,구획,16,16,32,3,0.44713,0.496622,5.609575,3,-18869.048828,-24218.75,419.148926,"#00c7ff"
소화기,소화기,15,15,30,3,0.444444,0.492117,3.034998,3,-22719.824219,-22144.947266,404.25531,"#00c7ff"
베이스,베이스,12,12,24,3,0.453988,0.493243,54.665516,6,11372.797852,-2509.092773,359.574463,"#ff5d85"
과실,과실,17,17,34,3,0.461059,0.510135,73.704496,6,11272.418945,-4263.339844,434.042542,"#ff5d85"
단순,단순,9,9,18,3,0.425287,0.461712,10.796195,6,10906.711914,-3435.031494,314.893616,"#ff5d85"
자의,자의,9,9,18,3,0.425287,0.461712,10.796195,6,11966.007812,-3375.209473,314.893616,"#ff5d85"
