Source,Target,Type,Id,Label,Weight,Color
이동,이동식,Directed,474,,0.6032,"#999999"
이동,헛딛임,Directed,476,,0.391161,"#999999"
이동,장위,Directed,477,,0.391161,"#999999"
이동,겨낭줄,Directed,478,,0.391161,"#999999"
이동,횡재,Directed,479,,0.391161,"#999999"
이동,실선,Directed,480,,0.391161,"#999999"
이동,조금,Directed,481,,0.391161,"#999999"
이동,이끼,Directed,482,,0.36041,"#999999"
이동,우마,Directed,486,,0.389016,"#999999"
이동,적재,Directed,488,,0.356567,"#999999"
이동,정리정돈,Directed,489,,0.352917,"#999999"
이동,원상,Directed,491,,0.330751,"#999999"
거푸집,설치,Directed,493,,0.334495,"#999999"
거푸집,비계,Directed,494,,0.285561,"#999999"
거푸집,자재,Directed,495,,0.275969,"#999999"
거푸집,바닥,Directed,496,,0.069287,"#999999"
거푸집,이동,Directed,497,,0.43213,"#999999"
거푸집,추락,Directed,498,,0.060046,"#999999"
거푸집,작업중,Directed,499,,0.073331,"#999999"
거푸집,안전,Directed,500,,0.216248,"#999999"
거푸집,발판,Directed,501,,0.129335,"#999999"
거푸집,사다리,Directed,502,,0.033947,"#999999"
거푸집,상태,Directed,503,,0.083578,"#999999"
거푸집,계단,Directed,505,,0.245002,"#999999"
거푸집,손가락,Directed,506,,0.102628,"#999999"
거푸집,미흡,Directed,507,,0.238918,"#999999"
거푸집,고정,Directed,508,,0.065997,"#999999"
거푸집,운반,Directed,515,,0.222847,"#999999"
거푸집,사용,Directed,516,,0.050285,"#999999"
거푸집,시스템,Directed,518,,0.320481,"#999999"
거푸집,동바리,Directed,522,,0.071218,"#999999"
거푸집,외부,Directed,525,,0.052235,"#999999"
거푸집,정리,Directed,526,,0.241086,"#999999"
거푸집,발목,Directed,527,,0.065508,"#999999"
거푸집,왼쪽,Directed,528,,0.054397,"#999999"
거푸집,통증,Directed,529,,0.043778,"#999999"
거푸집,우측,Directed,533,,0.109942,"#999999"
거푸집,목재,Directed,542,,0.091342,"#999999"
거푸집,부상,Directed,543,,0.205173,"#999999"
거푸집,좌측,Directed,544,,0.072597,"#999999"
거푸집,무릎,Directed,547,,0.054001,"#999999"
거푸집,부분,Directed,550,,0.052973,"#999999"
거푸집,위치,Directed,551,,0.04028,"#999999"
거푸집,중량,Directed,552,,0.03145,"#999999"
거푸집,사이,Directed,554,,0.061363,"#999999"
거푸집,끼임,Directed,556,,0.066324,"#999999"
거푸집,타격,Directed,561,,0.045868,"#999999"
거푸집,상부,Directed,564,,0.138984,"#999999"
거푸집,적재,Directed,575,,0.068026,"#999999"
거푸집,포트,Directed,578,,0.429779,"#999999"
거푸집,하층,Directed,579,,0.112594,"#999999"
거푸집,드롭,Directed,580,,0.083459,"#999999"
거푸집,패널,Directed,581,,0.076062,"#999999"
거푸집,얼굴,Directed,582,,0.072189,"#999999"
거푸집,손등,Directed,583,,0.068487,"#999999"
거푸집,조정,Directed,584,,0.064412,"#999999"
거푸집,손위,Directed,585,,0.051724,"#999999"
거푸집,하부,Directed,586,,0.087327,"#999999"
추락,설치,Directed,587,,0.095031,"#999999"
추락,비계,Directed,588,,0.13363,"#999999"
추락,자재,Directed,589,,0.053492,"#999999"
추락,바닥,Directed,590,,0.02892,"#999999"
추락,이동,Directed,591,,0.104642,"#999999"
추락,거푸집,Directed,592,,0.060046,"#999999"
추락,작업중,Directed,593,,0.019637,"#999999"
추락,안전,Directed,594,,0.024196,"#999999"
추락,발판,Directed,595,,0.041327,"#999999"
추락,사다리,Directed,596,,0.01573,"#999999"
추락,상태,Directed,597,,0.015498,"#999999"
추락,고정,Directed,600,,0.022456,"#999999"
추락,체결,Directed,604,,0.016598,"#999999"
추락,고리,Directed,605,,0.033326,"#999999"
추락,부족,Directed,607,,0.020367,"#999999"
추락,공구,Directed,609,,0.02207,"#999999"
추락,운반,Directed,610,,0.054813,"#999999"
추락,사용,Directed,611,,0.013377,"#999999"
추락,철근,Directed,612,,0.021116,"#999999"
추락,시스템,Directed,614,,0.075105,"#999999"
추락,동바리,Directed,618,,0.017523,"#999999"
추락,외부,Directed,621,,0.012618,"#999999"
추락,불안전,Directed,626,,0.079751,"#999999"
추락,자세,Directed,627,,0.02725,"#999999"
추락,실족,Directed,628,,0.024055,"#999999"
추락,개인,Directed,629,,0.024481,"#999999"
추락,불량,Directed,630,,0.028309,"#999999"
추락,의견,Directed,631,,0.017265,"#999999"
추락,실수,Directed,632,,0.018296,"#999999"
